2	search.getsearchindex	搜索	1
2	search.getsuggestion	搜索词推荐	0
2	search.gettags		-1
2	search.gettopiclist		-1
2	setting.fond	个性化标签设置页	1
2	setting.setfond	保存个性化标签	1
2	setting.updatecity		-1
2	setting.updategender		-1
2	setting.updateusername		-1
2	share.share		-1
2	share.sharefeed	分享到豆圈	1
2	share.weibo		-1
2	stuff.getall		-1
2	stuff.getstuffinfo	食材内容页	1
2	stuff.getsublistbyid		-1
2	stuff.search		-1
2	suggest.recipe		-1
2	suggest.recipead		-1
2	suggest.recipev3		-1
2	suggest.recipev3...		-1
2	suggest.top		-1
2	topic.daren	达人列表页	1
2	topic.descgroup	小组介绍页	1
2	topic.getgroupindexdata	广场首页	1
2	topic.getlist	小组帖子列表页	1
2	topic.gettopiclistv5	小组帖子列表页	1
2	topic.index	广场首页	1
2	topic.view	话题浏览	1
2	update.download		-1
2	update.forceupdate	更新	0
2	update.version	更新版本	0
2	userfeed.getfollowuserfeed	获取用户动态流	0
2	webview.initwebview	页面浏览	1
2	week.hot		-1
2	week.hotcate		-1
2	week.suggest		-1
2	weibo.getaccesstoken		-1
2	weibo.getrequesttokenurl		-1
2	wiki.getlistbytype	厨房宝典列表页	1
2	wiki.gettaglist	获取厨房宝典分类	0
2	#recipe.getcollectrecomment	以下对recipe.getcollectrecomment请求进行细分	0
2	recipe.getcollectrecomment_hot	热门菜谱推荐内容页	1
2	recipe.getcollectrecomment_private	私人定制推荐内容页	1
2	recipe.getcollectrecomment_season	时令佳肴推荐内容页	1
2	recipe.getcollectrecomment_guru	达人菜谱推荐内容页	1
2	recipe.getcollectrecomment_newest	最新菜谱推荐内容页	1
2	recipe.getcollectrecomment_bake	快乐的烘焙推荐内容页	1
2	recipe.getcollectrecomment_guess	猜你喜欢推荐内容页	1
2	recipe.getcollectrecomment_other	未知分类推荐内容页	1
2	recipe.getcollectrecomment_more	分类推荐内容页（更多）	1
2	#search.getlist	以下对search.getlist请求进行细分	0
2	search.getlist_normal	主动搜索	1
2	search.getlist_tag	标签(搜索)	1
2	search.getlist_tag_list	菜谱推荐列表页标签(搜索)	1
2	search.getlist_tag_detail	菜谱详情页标签(搜索)	1
2	search.getlist_tag_category	分类标签(搜索)	1
2	search.getlist_tag_hot	首页热门标签(搜索)	1
2	search.getlist_more	搜索（更多）	1
2	#m.haodou.com	以下抽取自m.haodou.com请求，在sp_ods_app_requestlog_dm_mhaodou过程引入	0
2	mhaodou.mallalbum	特卖惠专辑页	1
2	mhaodou.mallcommodity	特卖惠页	1
2	mhaodou.mallcommodityorder	特卖惠订单页	1
2	mhaodou.mallgoods	限时抢购商品页	1
2	mhaodou.mallindex	限时抢购页	1
2	mhaodou.mallorder	订单页	1
2	mhaodou.novice	新手课堂页	1
2	mhaodou.viewtopic	小组话题内容页	1
